dataset,attack,poison_rate,defense,clean_acc,clean_acc_std,asr,det_precision,det_recall,det_f1,fit_time_sec
synthetic,feature_collision,0.1,anomaly_lof,0.8375,0.01802775637731997,0.21227197346600332,0.0,0.0,0.0,0.014703512191772461
synthetic,feature_collision,0.1,hybrid,0.8241666666666667,0.015069284433354214,0.2504145936981758,0.07519992355731052,0.4305555555555555,0.12800900164257234,0.3774232864379883
synthetic,feature_collision,0.1,none,0.8300000000000001,0.020463381929681165,0.23714759535655058,0.0,0.0,0.0,0.0031979878743489585
synthetic,feature_collision,0.1,roni,0.8341666666666666,0.003818813079129876,0.21227197346600332,0.10077861952861954,0.5166666666666667,0.16794997949979498,0.17510588963826498
synthetic,feature_collision,0.1,trimmed_loss,0.8216666666666667,0.0057735026918962545,0.2835820895522388,0.11111111111111112,0.12222222222222222,0.1164021164021164,0.015782674153645832
synthetic,feature_collision,0.2,anomaly_iforest,0.8125,0.007499999999999923,0.30016583747927034,0.0,0.0,0.0,0.22099041938781738
synthetic,feature_collision,0.2,anomaly_lof,0.8158333333333333,0.011814539065631501,0.2752902155887231,0.0,0.0,0.0,0.016123215357462566
synthetic,feature_collision,0.2,hybrid,0.7816666666666666,0.021554195260629266,0.3731343283582089,0.12858344280327635,0.44027777777777777,0.19903263228678103,0.3710482915242513
synthetic,feature_collision,0.2,none,0.8133333333333334,0.003818813079129846,0.29684908789386405,0.0,0.0,0.0,0.002485195795694987
synthetic,feature_collision,0.2,roni,0.8083333333333332,0.013768926368215246,0.3101160862354892,0.16371634086907397,0.44305555555555554,0.23856159193248735,0.18999481201171875
synthetic,feature_collision,0.2,trimmed_loss,0.7966666666666667,0.010408329997330669,0.3548922056384743,0.22337962962962962,0.26805555555555555,0.24368686868686865,0.01765282948811849
synthetic,label_flip,0.05,anomaly_iforest,0.8291666666666666,0.01258305739211796,0.1708333333333333,0.09375,0.09999999999999999,0.09677419354838708,0.21294299761454263
synthetic,label_flip,0.05,anomaly_lof,0.8391666666666667,0.01892969448600092,0.1608333333333333,0.22916666666666666,0.24444444444444444,0.23655913978494625,0.013123194376627604
synthetic,label_flip,0.05,hybrid,0.835,0.006614378277661461,0.165,0.06368494324082609,0.6333333333333333,0.11570128722722435,0.34750986099243164
synthetic,label_flip,0.05,none,0.835,0.010897247358851687,0.165,0.0,0.0,0.0,0.002015272776285807
synthetic,label_flip,0.05,roni,0.8258333333333333,0.00803637563416081,0.1741666666666667,0.047648491010926365,0.4666666666666666,0.08630328682117193,0.1427168051401774
synthetic,label_flip,0.05,trimmed_loss,0.8458333333333333,0.020816659994661358,0.15416666666666665,0.4338624338624338,0.45555555555555555,0.4444444444444445,0.01470947265625
synthetic,label_flip,0.1,anomaly_iforest,0.8366666666666666,0.010103629710818464,0.16333333333333333,0.18045112781954886,0.19999999999999998,0.18972332015810278,0.21742447217305502
synthetic,label_flip,0.1,anomaly_lof,0.8383333333333334,0.01842778698957998,0.16166666666666665,0.2957393483709273,0.3277777777777778,0.31093544137022394,0.013818502426147461
synthetic,label_flip,0.1,hybrid,0.8341666666666666,0.003818813079129855,0.16583333333333336,0.11097123605126248,0.6444444444444445,0.18915887840125348,0.3536730607350667
synthetic,label_flip,0.1,none,0.835,0.007499999999999979,0.165,0.0,0.0,0.0,0.0020058155059814453
synthetic,label_flip,0.1,roni,0.8175,0.007499999999999979,0.1825,0.08400777965995358,0.4416666666666667,0.14066200363496173,0.1457961400349935
synthetic,label_flip,0.1,trimmed_loss,0.8433333333333334,0.022684429314693673,0.15666666666666665,0.5530303030303031,0.6083333333333334,0.5793650793650794,0.015232086181640625
synthetic,label_flip,0.2,anomaly_iforest,0.8275,0.0152069063257455,0.1725,0.251738113546072,0.3027777777777778,0.27490882358557217,0.22017860412597656
synthetic,label_flip,0.2,anomaly_lof,0.8358333333333333,0.02005201569252663,0.16416666666666668,0.3244825708061002,0.3902777777777778,0.3543516449943671,0.0157620112101237
synthetic,label_flip,0.2,hybrid,0.8358333333333333,0.023760962382305417,0.16416666666666668,0.2135779949106996,0.7666666666666666,0.3339285814134549,0.3580496311187744
synthetic,label_flip,0.2,none,0.8300000000000001,0.0066143782776614925,0.17,0.0,0.0,0.0,0.002210855484008789
synthetic,label_flip,0.2,roni,0.8341666666666666,0.015069284433354278,0.16583333333333336,0.16847795795651002,0.4763888888888889,0.2486287854242247,0.1655426820119222
synthetic,label_flip,0.2,trimmed_loss,0.8483333333333333,0.011814539065631551,0.15166666666666664,0.6435185185185185,0.7722222222222221,0.702020202020202,0.016571998596191406
synthetic,targeted_flip,0.05,anomaly_iforest,0.8391666666666667,0.015275252316519468,0.19237147595356552,0.015625,0.016666666666666666,0.016129032258064516,0.22107323010762533
synthetic,targeted_flip,0.05,anomaly_lof,0.8408333333333333,0.016645820296198467,0.1956882255389718,0.015625,0.016666666666666666,0.016129032258064516,0.013636509577433268
synthetic,targeted_flip,0.05,hybrid,0.8391666666666667,0.013768926368215202,0.21061359867330018,0.04913641611879233,0.5055555555555555,0.08921819173515226,0.3604188760121663
synthetic,targeted_flip,0.05,none,0.8416666666666667,0.020207259421636915,0.1956882255389718,0.0,0.0,0.0,0.002070188522338867
synthetic,targeted_flip,0.05,roni,0.8291666666666666,0.014215601757693253,0.20895522388059704,0.04530576245743675,0.39999999999999997,0.08109792827065042,0.1489256223042806
synthetic,targeted_flip,0.05,trimmed_loss,0.8358333333333334,0.022684429314693652,0.21227197346600332,0.1693121693121693,0.17777777777777778,0.17344173441734415,0.014981667200724283
synthetic,targeted_flip,0.1,anomaly_iforest,0.8266666666666667,0.02254624876411444,0.24378109452736318,0.017543859649122806,0.019444444444444445,0.01844532279314888,0.2185218334197998
synthetic,targeted_flip,0.1,anomaly_lof,0.8308333333333334,0.019094065395649326,0.23548922056384744,0.015037593984962405,0.016666666666666666,0.015810276679841896,0.01432180404663086
synthetic,targeted_flip,0.1,hybrid,0.8266666666666667,0.010103629710818464,0.2537313432835821,0.09553584390487314,0.4861111111111111,0.15905982902262664,0.35458866755167645
synthetic,targeted_flip,0.1,none,0.8283333333333333,0.016645820296198495,0.24378109452736318,0.0,0.0,0.0,0.002021630605061849
synthetic,targeted_flip,0.1,roni,0.8300000000000001,0.017499999999999988,0.2288557213930348,0.09624819624819625,0.5388888888888889,0.16328331283312833,0.14491860071818033
synthetic,targeted_flip,0.1,trimmed_loss,0.8333333333333334,0.011814539065631579,0.2338308457711443,0.351010101010101,0.38611111111111107,0.36772486772486773,0.015413920084635416
synthetic,targeted_flip,0.2,anomaly_iforest,0.8025000000000001,0.007499999999999979,0.3333333333333333,0.08650519031141868,0.10416666666666667,0.0945179584120983,0.2184290091196696
synthetic,targeted_flip,0.2,anomaly_lof,0.7966666666666667,0.0057735026918962545,0.3416252072968491,0.07035755478662054,0.08472222222222221,0.07687460617517328,0.01778101921081543
synthetic,targeted_flip,0.2,hybrid,0.7991666666666667,0.0038188130791298154,0.3283582089552239,0.15703668208753563,0.5472222222222222,0.24387697873620828,0.3529930114746094
synthetic,targeted_flip,0.2,none,0.7991666666666667,0.005204164998665346,0.3416252072968491,0.0,0.0,0.0,0.0020197232564290366
synthetic,targeted_flip,0.2,roni,0.7833333333333333,0.020052015692526626,0.3747927031509121,0.16049382716049382,0.5055555555555555,0.24364123159303883,0.16452566782633463
synthetic,targeted_flip,0.2,trimmed_loss,0.815,0.007499999999999979,0.3034825870646766,0.40509259259259256,0.48611111111111116,0.4419191919191919,0.015799999237060547
