dataset,attack,poison_rate,defense,clean_acc,clean_acc_std,asr,det_precision,det_recall,det_f1,fit_time_sec
breast_cancer,targeted_flip,0.05,trimmed_loss,0.9590643274853802,0.005064476045523041,0.10852713178294575,0.4444444444444444,0.4705882352941176,0.45714285714285713,0.01422897974650065
breast_cancer,targeted_flip,0.1,anomaly_iforest,0.9415204678362573,0.025322380227615227,0.15503875968992248,0.21052631578947367,0.2352941176470588,0.22222222222222224,0.19221282005310059
breast_cancer,targeted_flip,0.1,anomaly_lof,0.935672514619883,0.013399344137297783,0.1627906976744186,0.03508771929824561,0.0392156862745098,0.037037037037037035,0.005879799524943034
breast_cancer,targeted_flip,0.1,hybrid,0.9444444444444443,0.022075539284417436,0.13953488372093023,0.1467353784979244,0.5392156862745098,0.22851063696344798,0.24300805727640787
breast_cancer,targeted_flip,0.1,none,0.9327485380116959,0.010128952091046105,0.17829457364341086,0.0,0.0,0.0,0.002668460210164388
breast_cancer,targeted_flip,0.1,roni,0.9444444444444443,0.0202579041820921,0.14728682170542637,0.11193760993493969,0.35294117647058826,0.16755111759226016,0.05351503690083822
breast_cancer,targeted_flip,0.1,trimmed_loss,0.9327485380116959,0.013399344137297759,0.17829457364341086,0.4774774774774775,0.5196078431372549,0.49765258215962443,0.017654816309611004
breast_cancer,targeted_flip,0.2,anomaly_iforest,0.9327485380116959,0.018260228065492407,0.17829457364341086,0.37349397590361444,0.45588235294117646,0.41059602649006627,0.19828947385152182
breast_cancer,targeted_flip,0.2,anomaly_lof,0.8888888888888888,0.013399344137297816,0.29457364341085274,0.08835341365461848,0.10784313725490197,0.09713024282560706,0.006953716278076172
breast_cancer,targeted_flip,0.2,hybrid,0.9181286549707602,0.018260228065492427,0.2170542635658915,0.24049857549857548,0.7401960784313726,0.35893803051076656,0.24580089251200357
breast_cancer,targeted_flip,0.2,none,0.8918128654970761,0.013399344137297816,0.2868217054263566,0.0,0.0,0.0,0.003350416819254557
breast_cancer,targeted_flip,0.2,roni,0.8801169590643275,0.013399344137297734,0.3178294573643411,0.15533883470867718,0.40196078431372545,0.22295816233289498,0.0663131872812907
breast_cancer,targeted_flip,0.2,trimmed_loss,0.891812865497076,0.018260228065492407,0.2868217054263566,0.4796747967479675,0.5784313725490197,0.5244444444444444,0.016056617101033527
spambase,backdoor,0.05,anomaly_iforest,0.9080709373868983,0.017686271042881826,0.4169653524492234,0.2219335537710597,0.23429951690821257,0.2279483733970371,0.2284852663675944
spambase,backdoor,0.05,anomaly_lof,0.9087947882736156,0.008480184230083234,0.5041816009557945,0.14415052747598803,0.15217391304347827,0.14805321919739875,0.05402334531148275
