defense,clean_acc,fit_time_sec,keep_fraction,det_precision,det_recall,det_f1,det_roc_auc,asr,dataset,attack,poison_rate,acc_clean_no_attack,seed
trimmed_loss,0.9473684210526315,0.014713525772094727,0.9013333333333333,0.5135135135135135,0.5588235294117647,0.5352112676056338,0.7530188028290495,0.13953488372093023,breast_cancer,feature_collision,0.1,0.9649122807017544,123
hybrid,0.9385964912280702,0.24086236953735352,0.4106666666666667,0.10407239819004525,0.6764705882352942,0.1803921568627451,0.5479127134724857,0.16279069767441862,breast_cancer,feature_collision,0.1,0.9649122807017544,123
none,0.9649122807017544,0.0025467872619628906,1.0,0.0,0.0,0.0,0.5,0.09302325581395349,breast_cancer,feature_collision,0.1,0.9824561403508771,2024
anomaly_iforest,0.956140350877193,0.19301295280456543,0.8986666666666666,0.05263157894736842,0.058823529411764705,0.05555555555555555,0.47662584095221666,0.11627906976744186,breast_cancer,feature_collision,0.1,0.9824561403508771,2024
anomaly_lof,0.9649122807017544,0.005747556686401367,0.8986666666666666,0.07894736842105263,0.08823529411764706,0.08333333333333333,0.49279799896498183,0.09302325581395349,breast_cancer,feature_collision,0.1,0.9824561403508771,2024
roni,0.9649122807017544,0.04637598991394043,0.4746666666666667,0.1065989847715736,0.6176470588235294,0.18181818181818182,0.5507590132827325,0.09302325581395349,breast_cancer,feature_collision,0.1,0.9824561403508771,2024
trimmed_loss,0.9649122807017544,0.014032840728759766,0.9013333333333333,0.6216216216216216,0.6764705882352942,0.647887323943662,0.8177074348801104,0.09302325581395349,breast_cancer,feature_collision,0.1,0.9824561403508771,2024
hybrid,0.956140350877193,0.24400615692138672,0.664,0.12698412698412698,0.47058823529411764,0.2,0.5740037950664137,0.11627906976744186,breast_cancer,feature_collision,0.1,0.9824561403508771,2024
none,0.9035087719298246,0.0029604434967041016,1.0,0.0,0.0,0.0,0.5,0.2558139534883721,breast_cancer,feature_collision,0.2,0.9912280701754386,42
anomaly_iforest,0.9035087719298246,0.1939561367034912,0.7970660146699267,0.060240963855421686,0.07352941176470588,0.06622516556291391,0.42239520441607725,0.2558139534883721,breast_cancer,feature_collision,0.2,0.9912280701754386,42
anomaly_lof,0.8947368421052632,0.005941629409790039,0.7970660146699267,0.060240963855421686,0.07352941176470588,0.06622516556291391,0.42239520441607725,0.27906976744186046,breast_cancer,feature_collision,0.2,0.9912280701754386,42
roni,0.8947368421052632,0.061812400817871094,0.5599022004889975,0.16111111111111112,0.4264705882352941,0.23387096774193547,0.49182766948421597,0.27906976744186046,breast_cancer,feature_collision,0.2,0.9912280701754386,42
trimmed_loss,0.8508771929824561,0.01532602310180664,0.7995110024449877,0.2804878048780488,0.3382352941176471,0.30666666666666664,0.5826073831292048,0.3953488372093023,breast_cancer,feature_collision,0.2,0.9912280701754386,42
hybrid,0.9122807017543859,0.2510030269622803,0.4034229828850856,0.1721311475409836,0.6176470588235294,0.2692307692307692,0.5126358461273072,0.23255813953488372,breast_cancer,feature_collision,0.2,0.9912280701754386,42
none,0.9035087719298246,0.0029022693634033203,1.0,0.0,0.0,0.0,0.5,0.2558139534883721,breast_cancer,feature_collision,0.2,0.9649122807017544,123
anomaly_iforest,0.9298245614035088,0.1971592903137207,0.7970660146699267,0.08433734939759036,0.10294117647058823,0.09271523178807947,0.4400336380886666,0.18604651162790697,breast_cancer,feature_collision,0.2,0.9649122807017544,123
anomaly_lof,0.9210526315789473,0.0062024593353271484,0.7970660146699267,0.04819277108433735,0.058823529411764705,0.052980132450331126,0.41357598757978264,0.20930232558139536,breast_cancer,feature_collision,0.2,0.9649122807017544,123
roni,0.9122807017543859,0.05994391441345215,0.7799511002444988,0.12222222222222222,0.16176470588235295,0.13924050632911392,0.4650465758150768,0.23255813953488372,breast_cancer,feature_collision,0.2,0.9649122807017544,123
trimmed_loss,0.9210526315789473,0.015457391738891602,0.7995110024449877,0.5609756097560976,0.6764705882352942,0.6133333333333333,0.7854493703639814,0.20930232558139536,breast_cancer,feature_collision,0.2,0.9649122807017544,123
hybrid,0.9122807017543859,0.26401281356811523,0.5427872860635696,0.13368983957219252,0.36764705882352944,0.19607843137254902,0.4462868725202691,0.23255813953488372,breast_cancer,feature_collision,0.2,0.9649122807017544,123
none,0.9210526315789473,0.002845287322998047,1.0,0.0,0.0,0.0,0.5,0.20930232558139536,breast_cancer,feature_collision,0.2,0.9824561403508771,2024
anomaly_iforest,0.9473684210526315,0.20324158668518066,0.7970660146699267,0.13253012048192772,0.16176470588235295,0.1456953642384106,0.4753105054338451,0.13953488372093023,breast_cancer,feature_collision,0.2,0.9824561403508771,2024
anomaly_lof,0.9385964912280702,0.0059931278228759766,0.7970660146699267,0.14457831325301204,0.17647058823529413,0.15894039735099338,0.48412972227013973,0.16279069767441862,breast_cancer,feature_collision,0.2,0.9824561403508771,2024
roni,0.9210526315789473,0.05829358100891113,0.5599022004889975,0.12222222222222222,0.3235294117647059,0.1774193548387097,0.4300931516301535,0.18604651162790697,breast_cancer,feature_collision,0.2,0.9824561403508771,2024
trimmed_loss,0.9122807017543859,0.01602458953857422,0.7995110024449877,0.45121951219512196,0.5441176470588235,0.49333333333333335,0.7060764188373295,0.23255813953488372,breast_cancer,feature_collision,0.2,0.9824561403508771,2024
hybrid,0.9385964912280702,0.2530398368835449,0.6112469437652812,0.12578616352201258,0.29411764705882354,0.1762114537444934,0.4432465068138692,0.16279069767441862,breast_cancer,feature_collision,0.2,0.9824561403508771,2024
none,0.9649122807017544,0.0031752586364746094,1.0,0.0,0.0,0.0,0.5,0.6744186046511628,breast_cancer,backdoor,0.05,0.9912280701754386,42
anomaly_iforest,0.9649122807017544,0.19335007667541504,0.946927374301676,0.21052631578947367,0.23529411764705882,0.2222222222222222,0.5956529239261688,0.27906976744186046,breast_cancer,backdoor,0.05,0.9912280701754386,42
anomaly_lof,0.9736842105263158,0.005327939987182617,0.946927374301676,0.21052631578947367,0.23529411764705882,0.2222222222222222,0.5956529239261688,0.27906976744186046,breast_cancer,backdoor,0.05,0.9912280701754386,42
roni,0.956140350877193,0.059845924377441406,0.9497206703910615,0.0,0.0,0.0,0.4736070381231672,0.6976744186046512,breast_cancer,backdoor,0.05,0.9912280701754386,42
trimmed_loss,0.9649122807017544,0.014956951141357422,0.9497206703910615,0.2777777777777778,0.29411764705882354,0.2857142857142857,0.6279972399516992,0.16279069767441862,breast_cancer,backdoor,0.05,0.9912280701754386,42
hybrid,0.9473684210526315,0.23902201652526855,0.5223463687150838,0.03508771929824561,0.35294117647058826,0.06382978723404255,0.4345351043643264,0.18604651162790697,breast_cancer,backdoor,0.05,0.9912280701754386,42
none,0.9473684210526315,0.0022089481353759766,1.0,0.0,0.0,0.0,0.5,0.4883720930232558,breast_cancer,backdoor,0.05,0.9649122807017544,123
anomaly_iforest,0.9736842105263158,0.19692206382751465,0.946927374301676,0.21052631578947367,0.23529411764705882,0.2222222222222222,0.5956529239261688,0.09302325581395349,breast_cancer,backdoor,0.05,0.9649122807017544,123
anomaly_lof,0.956140350877193,0.0053234100341796875,0.946927374301676,0.15789473684210525,0.17647058823529413,0.16666666666666666,0.5647748835604623,0.3953488372093023,breast_cancer,backdoor,0.05,0.9649122807017544,123
roni,0.9473684210526315,0.04621076583862305,0.7821229050279329,0.0641025641025641,0.29411764705882354,0.10526315789473684,0.5400207003622564,0.4883720930232558,breast_cancer,backdoor,0.05,0.9649122807017544,123
trimmed_loss,0.9649122807017544,0.013585805892944336,0.9497206703910615,0.16666666666666666,0.17647058823529413,0.17142857142857143,0.5662411592202864,0.046511627906976744,breast_cancer,backdoor,0.05,0.9649122807017544,123
hybrid,0.9824561403508771,0.23994946479797363,0.6815642458100558,0.07017543859649122,0.47058823529411764,0.12213740458015267,0.5798688977057099,0.023255813953488372,breast_cancer,backdoor,0.05,0.9649122807017544,123
none,0.9649122807017544,0.0023398399353027344,1.0,0.0,0.0,0.0,0.5,0.5581395348837209,breast_cancer,backdoor,0.05,0.9824561403508771,2024
anomaly_iforest,0.9912280701754386,0.19499969482421875,0.946927374301676,0.2631578947368421,0.29411764705882354,0.2777777777777778,0.6265309642918752,0.16279069767441862,breast_cancer,backdoor,0.05,0.9824561403508771,2024
anomaly_lof,0.9824561403508771,0.005277395248413086,0.946927374301676,0.21052631578947367,0.23529411764705882,0.2222222222222222,0.5956529239261688,0.37209302325581395,breast_cancer,backdoor,0.05,0.9824561403508771,2024
roni,0.9736842105263158,0.04571533203125,0.4748603351955307,0.03723404255319149,0.4117647058823529,0.06829268292682927,0.4404864585130239,0.6046511627906976,breast_cancer,backdoor,0.05,0.9824561403508771,2024
trimmed_loss,0.956140350877193,0.016662120819091797,0.9497206703910615,0.16666666666666666,0.17647058823529413,0.17142857142857143,0.5662411592202864,0.16279069767441862,breast_cancer,backdoor,0.05,0.9824561403508771,2024
hybrid,0.9736842105263158,0.2382338047027588,0.6256983240223464,0.05970149253731343,0.47058823529411764,0.10596026490066225,0.5505433845092289,0.023255813953488372,breast_cancer,backdoor,0.05,0.9824561403508771,2024
none,0.9649122807017544,0.003208637237548828,1.0,0.0,0.0,0.0,0.5,0.813953488372093,breast_cancer,backdoor,0.1,0.9912280701754386,42
anomaly_iforest,0.956140350877193,0.19434452056884766,0.8986666666666666,0.34210526315789475,0.38235294117647056,0.3611111111111111,0.6545195790926341,0.3953488372093023,breast_cancer,backdoor,0.1,0.9912280701754386,42
anomaly_lof,0.9473684210526315,0.0056955814361572266,0.8986666666666666,0.10526315789473684,0.11764705882352941,0.1111111111111111,0.5089701569777471,0.7441860465116279,breast_cancer,backdoor,0.1,0.9912280701754386,42
roni,0.9649122807017544,0.06388664245605469,0.7946666666666666,0.1038961038961039,0.23529411764705882,0.14414414414414414,0.5164740382956702,0.7441860465116279,breast_cancer,backdoor,0.1,0.9912280701754386,42
trimmed_loss,0.9298245614035088,0.015541315078735352,0.9013333333333333,0.32432432432432434,0.35294117647058826,0.3380281690140845,0.6398136967396929,0.3023255813953488,breast_cancer,backdoor,0.1,0.9912280701754386,42
hybrid,0.956140350877193,0.2362065315246582,0.664,0.15079365079365079,0.5588235294117647,0.2375,0.6225202691047094,0.3023255813953488,breast_cancer,backdoor,0.1,0.9912280701754386,42
none,0.9298245614035088,0.0024628639221191406,1.0,0.0,0.0,0.0,0.5,0.7209302325581395,breast_cancer,backdoor,0.1,0.9649122807017544,123
anomaly_iforest,0.9649122807017544,0.196120023727417,0.8986666666666666,0.3157894736842105,0.35294117647058826,0.3333333333333333,0.6383474210798689,0.3953488372093023,breast_cancer,backdoor,0.1,0.9649122807017544,123
anomaly_lof,0.9298245614035088,0.00590205192565918,0.8986666666666666,0.10526315789473684,0.11764705882352941,0.1111111111111111,0.5089701569777471,0.6976744186046512,breast_cancer,backdoor,0.1,0.9649122807017544,123
roni,0.8947368421052632,0.046416521072387695,0.4746666666666667,0.1065989847715736,0.6176470588235294,0.18181818181818182,0.5507590132827325,0.6976744186046512,breast_cancer,backdoor,0.1,0.9649122807017544,123
trimmed_loss,0.9298245614035088,0.014755964279174805,0.9013333333333333,0.24324324324324326,0.2647058823529412,0.2535211267605634,0.5912972227013972,0.23255813953488372,breast_cancer,backdoor,0.1,0.9649122807017544,123
hybrid,0.9824561403508771,0.24135971069335938,0.768,0.1839080459770115,0.47058823529411764,0.2644628099173554,0.6311885457995514,0.16279069767441862,breast_cancer,backdoor,0.1,0.9649122807017544,123
none,0.9824561403508771,0.00296783447265625,1.0,0.0,0.0,0.0,0.5,0.6511627906976745,breast_cancer,backdoor,0.1,0.9824561403508771,2024
anomaly_iforest,0.9824561403508771,0.19819259643554688,0.8986666666666666,0.3157894736842105,0.35294117647058826,0.3333333333333333,0.6383474210798689,0.20930232558139536,breast_cancer,backdoor,0.1,0.9824561403508771,2024
anomaly_lof,0.9736842105263158,0.005812644958496094,0.8986666666666666,0.02631578947368421,0.029411764705882353,0.027777777777777776,0.4604536829394514,0.627906976744186,breast_cancer,backdoor,0.1,0.9824561403508771,2024
roni,0.9824561403508771,0.06170225143432617,0.92,0.1,0.08823529411764706,0.09375,0.5045282042435743,0.6744186046511628,breast_cancer,backdoor,0.1,0.9824561403508771,2024
trimmed_loss,0.956140350877193,0.015397310256958008,0.9013333333333333,0.24324324324324326,0.2647058823529412,0.2535211267605634,0.5912972227013972,0.37209302325581395,breast_cancer,backdoor,0.1,0.9824561403508771,2024
hybrid,0.956140350877193,0.2358391284942627,0.4106666666666667,0.09502262443438914,0.6176470588235294,0.16470588235294117,0.5155683974469554,0.023255813953488372,breast_cancer,backdoor,0.1,0.9824561403508771,2024
none,0.956140350877193,0.003175973892211914,1.0,0.0,0.0,0.0,0.5,0.8372093023255814,breast_cancer,backdoor,0.2,0.9912280701754386,42
anomaly_iforest,0.956140350877193,0.19454598426818848,0.7970660146699267,0.3614457831325301,0.4411764705882353,0.3973509933774834,0.6428756253234432,0.32558139534883723,breast_cancer,backdoor,0.2,0.9912280701754386,42
anomaly_lof,0.9473684210526315,0.006052970886230469,0.7970660146699267,0.0963855421686747,0.11764705882352941,0.10596026490066225,0.4488528549249612,0.7674418604651163,breast_cancer,backdoor,0.2,0.9912280701754386,42
roni,0.9298245614035088,0.06051182746887207,0.5965770171149144,0.17575757575757575,0.4264705882352941,0.24892703862660945,0.5138218043815768,0.7906976744186046,breast_cancer,backdoor,0.2,0.9912280701754386,42
trimmed_loss,0.868421052631579,0.015510797500610352,0.7995110024449877,0.25609756097560976,0.3088235294117647,0.28,0.5649689494566155,0.4186046511627907,breast_cancer,backdoor,0.2,0.9912280701754386,42
hybrid,0.9035087719298246,0.24266457557678223,0.3545232273838631,0.20833333333333334,0.8088235294117647,0.3313253012048193,0.5979601518026565,0.20930232558139536,breast_cancer,backdoor,0.2,0.9912280701754386,42
none,0.9122807017543859,0.003490447998046875,1.0,0.0,0.0,0.0,0.5,0.7674418604651163,breast_cancer,backdoor,0.2,0.9649122807017544,123
anomaly_iforest,0.9824561403508771,0.23859739303588867,0.7970660146699267,0.3493975903614458,0.4264705882352941,0.3841059602649007,0.6340564084871486,0.18604651162790697,breast_cancer,backdoor,0.2,0.9649122807017544,123
anomaly_lof,0.9298245614035088,0.006291627883911133,0.7970660146699267,0.12048192771084337,0.14705882352941177,0.13245033112582782,0.4664912885975504,0.7209302325581395,breast_cancer,backdoor,0.2,0.9649122807017544,123
roni,0.9122807017543859,0.0709235668182373,0.4743276283618582,0.14883720930232558,0.47058823529411764,0.22614840989399293,0.4669656718992583,0.7674418604651163,breast_cancer,backdoor,0.2,0.9649122807017544,123
trimmed_loss,0.9122807017543859,0.01665949821472168,0.7995110024449877,0.23170731707317074,0.27941176470588236,0.25333333333333335,0.5473305157840261,0.2558139534883721,breast_cancer,backdoor,0.2,0.9649122807017544,123
hybrid,0.9298245614035088,0.24458813667297363,0.4743276283618582,0.2,0.6323529411764706,0.303886925795053,0.5639770570984992,0.20930232558139536,breast_cancer,backdoor,0.2,0.9649122807017544,123
none,0.9736842105263158,0.003332376480102539,1.0,0.0,0.0,0.0,0.5,0.813953488372093,breast_cancer,backdoor,0.2,0.9824561403508771,2024
anomaly_iforest,0.9649122807017544,0.1991884708404541,0.7970660146699267,0.3493975903614458,0.4264705882352941,0.3841059602649007,0.6340564084871486,0.18604651162790697,breast_cancer,backdoor,0.2,0.9824561403508771,2024
anomaly_lof,0.9736842105263158,0.006632089614868164,0.7970660146699267,0.14457831325301204,0.17647058823529413,0.15894039735099338,0.48412972227013973,0.813953488372093,breast_cancer,backdoor,0.2,0.9824561403508771,2024
roni,0.956140350877193,0.07295083999633789,0.6210268948655256,0.12903225806451613,0.29411764705882354,0.17937219730941703,0.4491116094531655,0.8372093023255814,breast_cancer,backdoor,0.2,0.9824561403508771,2024
trimmed_loss,0.8947368421052632,0.016162633895874023,0.7995110024449877,0.2073170731707317,0.25,0.22666666666666666,0.5296920821114369,0.3953488372093023,breast_cancer,backdoor,0.2,0.9824561403508771,2024
hybrid,0.956140350877193,0.2434995174407959,0.6797066014669927,0.2595419847328244,0.5,0.3417085427135678,0.6077712609970675,0.06976744186046512,breast_cancer,backdoor,0.2,0.9824561403508771,2024
none,0.8968512486427795,0.01143646240234375,1.0,0.0,0.0,0.0,0.5,0.10314875135722046,spambase,label_flip,0.05,0.9174809989142236,42
anomaly_iforest,0.9022801302931596,0.22648406028747559,0.9496204278812974,0.2671232876712329,0.2826086956521739,0.2746478873239437,0.6219202898550724,0.09771986970684043,spambase,label_flip,0.05,0.9174809989142236,42
anomaly_lof,0.8979370249728555,0.05406069755554199,0.9496204278812974,0.1780821917808219,0.18840579710144928,0.18309859154929578,0.572463768115942,0.10206297502714445,spambase,label_flip,0.05,0.9174809989142236,42
roni,0.8935939196525515,0.7878549098968506,0.5886818495514148,0.04697986577181208,0.4057971014492754,0.08421052631578947,0.4971014492753624,0.10640608034744847,spambase,label_flip,0.05,0.9174809989142236,42
trimmed_loss,0.9185667752442996,0.06393074989318848,0.9499654934437544,0.6620689655172414,0.6956521739130435,0.6784452296819788,0.8389492753623188,0.08143322475570036,spambase,label_flip,0.05,0.9174809989142236,42
hybrid,0.9142236699239956,1.0512957572937012,0.6718426501035196,0.11041009463722397,0.7608695652173914,0.1928374655647383,0.7271739130434782,0.08577633007600438,spambase,label_flip,0.05,0.9174809989142236,42
none,0.9066232356134636,0.010887384414672852,1.0,0.0,0.0,0.0,0.5,0.09337676438653641,spambase,label_flip,0.05,0.9196525515743756,123
anomaly_iforest,0.9153094462540716,0.23233747482299805,0.9496204278812974,0.2328767123287671,0.2463768115942029,0.23943661971830985,0.6028985507246377,0.08469055374592838,spambase,label_flip,0.05,0.9196525515743756,123
anomaly_lof,0.9196525515743756,0.05568504333496094,0.9496204278812974,0.18493150684931506,0.1956521739130435,0.19014084507042253,0.576268115942029,0.08034744842562436,spambase,label_flip,0.05,0.9196525515743756,123
roni,0.8903365906623235,0.8125131130218506,0.4748102139406487,0.04862023653088042,0.5362318840579711,0.0891566265060241,0.5057971014492754,0.10966340933767649,spambase,label_flip,0.05,0.9196525515743756,123
trimmed_loss,0.9283387622149837,0.058907270431518555,0.9499654934437544,0.6413793103448275,0.6739130434782609,0.657243816254417,0.8275362318840579,0.07166123778501632,spambase,label_flip,0.05,0.9196525515743756,123
hybrid,0.9229098805646037,0.8567688465118408,0.4420289855072464,0.06369820655534941,0.7463768115942029,0.11737891737891738,0.5989130434782608,0.07709011943539634,spambase,label_flip,0.05,0.9196525515743756,123
none,0.9250814332247557,0.008977413177490234,1.0,0.0,0.0,0.0,0.5,0.07491856677524433,spambase,label_flip,0.05,0.9315960912052117,2024
anomaly_iforest,0.9326818675352877,0.2239518165588379,0.9496204278812974,0.2534246575342466,0.26811594202898553,0.2605633802816901,0.6143115942028986,0.0673181324647123,spambase,label_flip,0.05,0.9315960912052117,2024
anomaly_lof,0.9348534201954397,0.05333065986633301,0.9496204278812974,0.1780821917808219,0.18840579710144928,0.18309859154929578,0.572463768115942,0.06514657980456029,spambase,label_flip,0.05,0.9315960912052117,2024
roni,0.9131378935939196,0.6625721454620361,0.4748102139406487,0.04533508541392904,0.5,0.08313253012048193,0.48677536231884055,0.08686210640608039,spambase,label_flip,0.05,0.9315960912052117,2024
trimmed_loss,0.9381107491856677,0.06630206108093262,0.9499654934437544,0.6068965517241379,0.6376811594202898,0.6219081272084805,0.8085144927536231,0.061889250814332275,spambase,label_flip,0.05,0.9315960912052117,2024
hybrid,0.9131378935939196,1.0809547901153564,0.46549344375431334,0.0697224015493867,0.782608695652174,0.12803793716656786,0.6302536231884057,0.08686210640608039,spambase,label_flip,0.05,0.9315960912052117,2024
none,0.8881650380021715,0.009286880493164062,1.0,0.0,0.0,0.0,0.5,0.1118349619978285,spambase,label_flip,0.1,0.9174809989142236,42
anomaly_iforest,0.8935939196525515,0.22723627090454102,0.9005270092226614,0.27483443708609273,0.3007246376811594,0.28719723183391005,0.6106884057971014,0.10640608034744847,spambase,label_flip,0.1,0.9174809989142236,42
anomaly_lof,0.9087947882736156,0.05718564987182617,0.8998682476943346,0.2730263157894737,0.3007246376811594,0.28620689655172415,0.6103260869565218,0.0912052117263844,spambase,label_flip,0.1,0.9174809989142236,42
roni,0.8859934853420195,0.8899321556091309,0.5902503293807642,0.11012861736334405,0.4963768115942029,0.18026315789473685,0.5476449275362318,0.1140065146579805,spambase,label_flip,0.1,0.9174809989142236,42
trimmed_loss,0.9153094462540716,0.05647587776184082,0.8998682476943346,0.7006578947368421,0.7717391304347826,0.7344827586206897,0.8693840579710145,0.08469055374592838,spambase,label_flip,0.1,0.9174809989142236,42
hybrid,0.9131378935939196,1.118713617324829,0.5507246376811594,0.15029325513196481,0.7427536231884058,0.25,0.6614130434782609,0.08686210640608039,spambase,label_flip,0.1,0.9174809989142236,42
none,0.8968512486427795,0.011843442916870117,1.0,0.0,0.0,0.0,0.5,0.10314875135722046,spambase,label_flip,0.1,0.9196525515743756,123
anomaly_iforest,0.9055374592833876,0.2591404914855957,0.8998682476943346,0.2631578947368421,0.2898550724637681,0.27586206896551724,0.6043478260869565,0.09446254071661242,spambase,label_flip,0.1,0.9196525515743756,123
anomaly_lof,0.9163952225841476,0.06668591499328613,0.8998682476943346,0.2631578947368421,0.2898550724637681,0.27586206896551724,0.6043478260869565,0.08360477741585237,spambase,label_flip,0.1,0.9196525515743756,123
roni,0.8935939196525515,1.2627065181732178,0.4749670619235837,0.09347553324968633,0.5398550724637681,0.15935828877005348,0.5081521739130435,0.10640608034744847,spambase,label_flip,0.1,0.9196525515743756,123
trimmed_loss,0.9294245385450597,0.08400917053222656,0.8998682476943346,0.7467105263157895,0.822463768115942,0.7827586206896552,0.8972826086956521,0.07057546145494031,spambase,label_flip,0.1,0.9196525515743756,123
hybrid,0.9120521172638436,0.9679980278015137,0.41436100131752307,0.12317210348706412,0.7934782608695652,0.21324245374878287,0.6143115942028986,0.08794788273615639,spambase,label_flip,0.1,0.9196525515743756,123
none,0.9153094462540716,0.008491277694702148,1.0,0.0,0.0,0.0,0.5,0.08469055374592838,spambase,label_flip,0.1,0.9315960912052117,2024
anomaly_iforest,0.9239956568946797,0.23244690895080566,0.8998682476943346,0.2730263157894737,0.3007246376811594,0.28620689655172415,0.6103260869565218,0.07600434310532034,spambase,label_flip,0.1,0.9315960912052117,2024
anomaly_lof,0.9315960912052117,0.05601644515991211,0.8998682476943346,0.24013157894736842,0.2644927536231884,0.2517241379310345,0.5903985507246376,0.0684039087947883,spambase,label_flip,0.1,0.9315960912052117,2024
roni,0.9109663409337676,0.7631070613861084,0.6673254281949934,0.10891089108910891,0.39855072463768115,0.17107309486780714,0.5362318840579711,0.0890336590662324,spambase,label_flip,0.1,0.9315960912052117,2024
trimmed_loss,0.9326818675352877,0.07690119743347168,0.8998682476943346,0.7138157894736842,0.7862318840579711,0.7482758620689656,0.8773550724637682,0.0673181324647123,spambase,label_flip,0.1,0.9315960912052117,2024
hybrid,0.9229098805646037,0.9568920135498047,0.5421607378129117,0.14388489208633093,0.7246376811594203,0.24009603841536614,0.6467391304347826,0.07709011943539634,spambase,label_flip,0.1,0.9315960912052117,2024
none,0.8881650380021715,0.007984161376953125,1.0,0.0,0.0,0.0,0.5,0.1118349619978285,spambase,label_flip,0.2,0.9174809989142236,42
anomaly_iforest,0.9011943539630836,0.23757123947143555,0.7998188405797102,0.32277526395173456,0.38768115942028986,0.3522633744855967,0.6125,0.09880564603691644,spambase,label_flip,0.2,0.9174809989142236,42
anomaly_lof,0.9066232356134636,0.07428121566772461,0.7998188405797102,0.35444947209653094,0.4257246376811594,0.3868312757201646,0.6353260869565217,0.09337676438653641,spambase,label_flip,0.2,0.9174809989142236,42
roni,0.8892508143322475,0.95462965965271,0.5866545893719807,0.17531044558071585,0.43478260869565216,0.24986985944820406,0.5128623188405796,0.11074918566775249,spambase,label_flip,0.2,0.9174809989142236,42
trimmed_loss,0.9109663409337676,0.04505109786987305,0.8001207729468599,0.7326283987915407,0.8786231884057971,0.7990115321252059,0.9072463768115941,0.0890336590662324,spambase,label_flip,0.2,0.9174809989142236,42
hybrid,0.9087947882736156,1.0371217727661133,0.4281400966183575,0.23442449841605068,0.8043478260869565,0.3630417007358953,0.6394927536231884,0.0912052117263844,spambase,label_flip,0.2,0.9174809989142236,42
none,0.8925081433224755,0.009831428527832031,1.0,0.0,0.0,0.0,0.5,0.10749185667752448,spambase,label_flip,0.2,0.9196525515743756,123
anomaly_iforest,0.9109663409337676,0.23548007011413574,0.8001207729468599,0.30060422960725075,0.3605072463768116,0.32784184514003295,0.5963768115942029,0.0890336590662324,spambase,label_flip,0.2,0.9196525515743756,123
anomaly_lof,0.9153094462540716,0.0663001537322998,0.7998188405797102,0.34087481146304677,0.40942028985507245,0.3720164609053498,0.6255434782608696,0.08469055374592838,spambase,label_flip,0.2,0.9196525515743756,123
roni,0.8773072747014115,0.9122941493988037,0.47493961352657005,0.16273720529039679,0.5126811594202898,0.24705368834570057,0.4925724637681159,0.12269272529858855,spambase,label_flip,0.2,0.9196525515743756,123
trimmed_loss,0.9153094462540716,0.05021309852600098,0.8001207729468599,0.743202416918429,0.8913043478260869,0.8105436573311368,0.9148550724637681,0.08469055374592838,spambase,label_flip,0.2,0.9196525515743756,123
hybrid,0.9120521172638436,0.9186861515045166,0.3571859903381642,0.21230624706434947,0.8188405797101449,0.3371876165609847,0.6056159420289855,0.08794788273615639,spambase,label_flip,0.2,0.9196525515743756,123
none,0.9011943539630836,0.008272409439086914,1.0,0.0,0.0,0.0,0.5,0.09880564603691644,spambase,label_flip,0.2,0.9315960912052117,2024
anomaly_iforest,0.9174809989142236,0.2455308437347412,0.7998188405797102,0.31825037707390647,0.3822463768115942,0.34732510288065843,0.6092391304347826,0.08251900108577637,spambase,label_flip,0.2,0.9315960912052117,2024
anomaly_lof,0.9109663409337676,0.06663060188293457,0.7998188405797102,0.30165912518853694,0.36231884057971014,0.3292181069958848,0.5972826086956522,0.0890336590662324,spambase,label_flip,0.2,0.9315960912052117,2024
roni,0.8892508143322475,0.9657628536224365,0.5232487922705314,0.16466117796073465,0.47101449275362317,0.24401689347724073,0.4965579710144928,0.11074918566775249,spambase,label_flip,0.2,0.9315960912052117,2024
trimmed_loss,0.9250814332247557,0.06271719932556152,0.8001207729468599,0.7371601208459214,0.8840579710144928,0.8039538714991763,0.9105072463768116,0.07491856677524433,spambase,label_flip,0.2,0.9315960912052117,2024
hybrid,0.9196525515743756,1.018662452697754,0.4622584541062802,0.23975294778214487,0.7735507246376812,0.3660522931847407,0.6414855072463768,0.08034744842562436,spambase,label_flip,0.2,0.9315960912052117,2024
none,0.9218241042345277,0.012861490249633789,1.0,0.0,0.0,0.0,0.5,0.07168458781362007,spambase,targeted_flip,0.05,0.9174809989142236,42
anomaly_iforest,0.9109663409337676,0.23116183280944824,0.9499654934437544,0.0,0.0,0.0,0.473731884057971,0.08064516129032258,spambase,targeted_flip,0.05,0.9174809989142236,42
anomaly_lof,0.9196525515743756,0.05320096015930176,0.9496204278812974,0.2191780821917808,0.2318840579710145,0.22535211267605634,0.5952898550724637,0.06989247311827956,spambase,targeted_flip,0.05,0.9174809989142236,42
roni,0.8838219326818675,0.7412655353546143,0.4748102139406487,0.04007884362680683,0.4420289855072464,0.07349397590361446,0.4563405797101449,0.13440860215053763,spambase,targeted_flip,0.05,0.9174809989142236,42
trimmed_loss,0.9239956568946797,0.05743241310119629,0.9499654934437544,0.2482758620689655,0.2608695652173913,0.254416961130742,0.6106884057971016,0.06451612903225806,spambase,targeted_flip,0.05,0.9174809989142236,42
hybrid,0.9001085776330076,0.8737063407897949,0.4420289855072464,0.045763760049474335,0.5362318840579711,0.08433048433048433,0.48858695652173917,0.10752688172043011,spambase,targeted_flip,0.05,0.9174809989142236,42
