defense,clean_acc,fit_time_sec,keep_fraction,det_precision,det_recall,det_f1,det_roc_auc,asr,dataset,attack,poison_rate,acc_clean_no_attack,seed
anomaly_iforest,0.956140350877193,0.18973112106323242,0.946927374301676,0.0,0.0,0.0,0.47214076246334313,0.11627906976744186,breast_cancer,feature_collision,0.05,0.9649122807017544,123
anomaly_lof,0.956140350877193,0.005364656448364258,0.946927374301676,0.0,0.0,0.0,0.47214076246334313,0.11627906976744186,breast_cancer,feature_collision,0.05,0.9649122807017544,123
roni,0.956140350877193,0.047560930252075195,0.8603351955307262,0.02,0.058823529411764705,0.029850746268656716,0.45756425737450407,0.11627906976744186,breast_cancer,feature_collision,0.05,0.9649122807017544,123
trimmed_loss,0.956140350877193,0.013507366180419922,0.9497206703910615,0.5555555555555556,0.5882352941176471,0.5714285714285714,0.7823874417802313,0.11627906976744186,breast_cancer,feature_collision,0.05,0.9649122807017544,123
hybrid,0.956140350877193,0.23999977111816406,0.659217877094972,0.06557377049180328,0.47058823529411764,0.11510791366906475,0.5681386924271176,0.11627906976744186,breast_cancer,feature_collision,0.05,0.9649122807017544,123
none,0.9649122807017544,0.00226593017578125,1.0,0.0,0.0,0.0,0.5,0.09302325581395349,breast_cancer,feature_collision,0.05,0.9824561403508771,2024
anomaly_iforest,0.9649122807017544,0.19394779205322266,0.946927374301676,0.05263157894736842,0.058823529411764705,0.05555555555555555,0.5030188028290495,0.09302325581395349,breast_cancer,feature_collision,0.05,0.9824561403508771,2024
anomaly_lof,0.9649122807017544,0.005629777908325195,0.946927374301676,0.0,0.0,0.0,0.47214076246334313,0.09302325581395349,breast_cancer,feature_collision,0.05,0.9824561403508771,2024
roni,0.9736842105263158,0.047254323959350586,0.4748603351955307,0.03723404255319149,0.4117647058823529,0.06829268292682927,0.4404864585130239,0.06976744186046512,breast_cancer,feature_collision,0.05,0.9824561403508771,2024
trimmed_loss,0.956140350877193,0.013281106948852539,0.9497206703910615,0.6666666666666666,0.7058823529411765,0.6857142857142857,0.844143522511644,0.09302325581395349,breast_cancer,feature_collision,0.05,0.9824561403508771,2024
hybrid,0.956140350877193,0.23566246032714844,0.441340782122905,0.045,0.5294117647058824,0.08294930875576037,0.48464723132654824,0.11627906976744186,breast_cancer,feature_collision,0.05,0.9824561403508771,2024
none,0.9298245614035088,0.0026950836181640625,1.0,0.0,0.0,0.0,0.5,0.18604651162790697,breast_cancer,feature_collision,0.1,0.9912280701754386,42
anomaly_iforest,0.9210526315789473,0.19349217414855957,0.8986666666666666,0.07894736842105263,0.08823529411764706,0.08333333333333333,0.49279799896498183,0.20930232558139536,breast_cancer,feature_collision,0.1,0.9912280701754386,42
anomaly_lof,0.9298245614035088,0.006129026412963867,0.8986666666666666,0.05263157894736842,0.058823529411764705,0.05555555555555555,0.47662584095221666,0.18604651162790697,breast_cancer,feature_collision,0.1,0.9912280701754386,42
roni,0.9210526315789473,0.05159449577331543,0.4746666666666667,0.08121827411167512,0.47058823529411764,0.13852813852813853,0.46989822321890634,0.20930232558139536,breast_cancer,feature_collision,0.1,0.9912280701754386,42
trimmed_loss,0.9298245614035088,0.01427602767944336,0.9013333333333333,0.5405405405405406,0.5882352941176471,0.5633802816901409,0.7691909608418148,0.18604651162790697,breast_cancer,feature_collision,0.1,0.9912280701754386,42
hybrid,0.9210526315789473,0.2481245994567871,0.4106666666666667,0.08597285067873303,0.5588235294117647,0.14901960784313725,0.48322408142142487,0.20930232558139536,breast_cancer,feature_collision,0.1,0.9912280701754386,42
none,0.9210526315789473,0.0027091503143310547,1.0,0.0,0.0,0.0,0.5,0.20930232558139536,breast_cancer,feature_collision,0.1,0.9649122807017544,123
anomaly_iforest,0.9210526315789473,0.1943955421447754,0.8986666666666666,0.07894736842105263,0.08823529411764706,0.08333333333333333,0.49279799896498183,0.20930232558139536,breast_cancer,feature_collision,0.1,0.9649122807017544,123
anomaly_lof,0.9210526315789473,0.005938529968261719,0.8986666666666666,0.0,0.0,0.0,0.4442815249266862,0.20930232558139536,breast_cancer,feature_collision,0.1,0.9649122807017544,123
roni,0.9122807017543859,0.04816389083862305,0.4746666666666667,0.1065989847715736,0.6176470588235294,0.18181818181818182,0.5507590132827325,0.20930232558139536,breast_cancer,feature_collision,0.1,0.9649122807017544,123
